name,gender,ratio,females,males,total
Geovonnie,M,100,0,26,26
Leveda,F,100,19,0,19
Katanya,F,100,116,0,116
Cytnhia,F,100,5,0,5
Christyonna,F,100,10,0,10
Jayko,M,100,0,99,99
Davene,F,97,167,5,172
Tarijah,F,100,8,0,8
Adlih,F,100,20,0,20
Shantrese,F,100,11,0,11
Joseadrian,M,100,0,5,5
Dellon,M,100,0,34,34
Raequel,F,100,5,0,5
Judey,F,100,5,0,5
Shiwana,F,100,6,0,6
Melynn,F,100,44,0,44
Danamarie,F,100,163,0,163
Majenta,F,100,7,0,7
Lailene,F,100,12,0,12
Jakaylah,F,100,215,0,215
Ephriam,M,100,0,379,379
Donjay,M,100,0,6,6
Sharolyn,F,100,983,0,983
Esthela,F,100,311,0,311
Suzzie,F,100,5,0,5
Margery,F,100,2763,0,2763
Jaevon,M,100,0,436,436
Seanne,F,100,61,0,61
Lakeish,F,100,44,0,44
Sayed,M,100,0,423,423
Katerina,F,100,6059,0,6059
Magalis,F,100,11,0,11
Eston,M,100,0,795,795
Zujey,F,100,28,0,28
Shanobia,F,100,5,0,5
Sindee,F,100,66,0,66
Foster,M,98,82,4629,4711
Anamari,F,100,85,0,85
Echo,F,98,3180,75,3255
Aailyah,F,100,172,0,172
Rayshawna,F,100,21,0,21
Avonlee,F,100,6,0,6
Barak,M,100,0,796,796
Augusten,M,100,0,67,67
Carrel,M,100,0,26,26
Nyair,M,100,0,67,67
Marivel,F,100,2073,0,2073
Tiayana,F,100,28,0,28
Nyaijah,F,100,5,0,5
Kordai,M,100,0,53,53
Sovanna,F,74,17,6,23
Alyssia,F,100,4511,0,4511
Tashena,F,100,332,0,332
Michaelangelo,M,100,0,1125,1125
Terilyn,F,100,617,0,617
Latusha,F,100,47,0,47
Polet,F,100,47,0,47
Doe,F,100,27,0,27
Jaheam,M,100,0,10,10
Nereida,F,100,3543,6,3549
Reign,F,66,846,432,1278
Dreven,M,100,0,16,16
Mickale,M,100,0,35,35
Hannahlee,F,100,33,0,33
Jodyne,F,100,5,0,5
Demiracle,F,100,5,0,5
Louetta,F,100,282,0,282
Domonigue,F,100,8,0,8
Shaunese,F,100,17,0,17
Garren,M,99,17,1675,1692
Justyn,M,97,131,4078,4209
Annaliza,F,100,210,0,210
Othella,F,100,79,0,79
Suhavi,F,100,17,0,17
Bobie,F,93,187,15,202
Doron,M,100,0,592,592
Cossette,F,100,46,0,46
Albara,M,100,0,6,6
Adayla,F,100,29,0,29
Keidra,F,100,372,0,372
Depaul,M,100,0,56,56
Giovanna,F,100,9934,0,9934
Raylei,F,100,48,0,48
Dimon,F,83,49,10,59
Nyiah,F,100,196,0,196
Tepanga,F,100,5,0,5
Lizah,F,100,12,0,12
Kiwanda,F,100,44,0,44
Avalie,F,100,56,0,56
Nymeria,F,100,5,0,5
Arnald,M,100,0,5,5
Shoko,F,100,30,0,30
Pita,M,100,0,11,11
Ciclali,F,100,53,0,53
Nacy,F,100,35,0,35
Salazar,M,100,0,5,5
Dlyla,F,100,31,0,31
Hilah,F,100,10,0,10
Benz,M,100,0,42,42
Kaje,M,100,0,29,29
Comisha,F,100,7,0,7
Analisia,F,100,163,0,163
Quame,M,100,0,65,65
Dalas,M,66,10,19,29
Marqueal,M,100,0,5,5
Yiesha,F,100,6,0,6
Jennifere,F,100,10,0,10
Keyontae,M,96,13,350,363
Metin,M,100,0,18,18
Dnyla,F,100,65,0,65
Sanijah,F,100,46,0,46
Itsamari,F,100,5,0,5
Breonka,F,100,15,0,15
Joyice,F,100,103,0,103
Janna,F,100,14342,0,14342
Fedra,F,100,65,0,65
Robertmichael,M,100,0,17,17
Kassius,M,100,0,203,203
Tujuana,F,100,155,0,155
Harbour,F,80,20,5,25
Jahi,M,100,0,678,678
Damira,F,100,152,0,152
Kaelynne,F,100,158,0,158
Terykah,F,100,7,0,7
Garie,F,50,5,5,10
Davia,F,100,1056,0,1056
Arashdeep,M,100,0,10,10
Janaja,F,100,25,0,25
Rontavia,F,100,5,0,5
Zineb,F,100,76,0,76
Shelva,F,100,242,0,242
Hajrah,F,100,34,0,34
Isac,M,100,0,2441,2441
Lenox,M,83,95,464,559
Noureen,F,100,11,0,11
Shantea,F,100,215,0,215
Hyatt,M,90,29,261,290
Kekoa,M,98,22,1355,1377
Arnold,M,100,126,33811,33937
Leina,F,100,489,0,489
Ichard,M,100,0,10,10
Shanine,F,100,54,0,54
Coryon,M,100,0,44,44
Yanil,F,100,66,0,66
Vickey,F,98,5037,108,5145
Jakwaun,M,100,0,5,5
Jamis,M,100,0,201,201
Angellica,F,100,386,0,386
Lizzieann,F,100,10,0,10
Ronderick,M,100,0,5,5
Carnita,F,100,55,0,55
Klark,M,89,6,49,55
Fischer,M,100,0,1245,1245
Endi,M,100,0,96,96
Keshan,M,100,0,57,57
Williiam,M,100,0,30,30
Aubreyona,F,100,17,0,17
Devone,M,85,118,695,813
Micahi,M,100,0,23,23
Maclovia,F,100,5,0,5
Lauralynn,F,100,89,0,89
Taleka,F,100,6,0,6
Monzerath,F,100,46,0,46
Heliodoro,M,100,0,147,147
Eresmia,F,100,5,0,5
Franchezca,F,100,6,0,6
Jeaninne,F,100,183,0,183
Zaykeese,M,100,0,13,13
Sandrea,F,100,541,0,541
George,M,99,2883,480163,483046
Reason,M,85,10,57,67
Zmaya,F,100,8,0,8
Raymon,M,100,0,3777,3777
Myrl,M,83,37,177,214
Hulda,F,100,92,0,92
Alexaner,M,100,0,28,28
Avianca,F,100,28,0,28
Corrinn,F,100,33,0,33
Elih,M,100,0,74,74
Chelly,F,100,152,0,152
Evalene,F,100,43,0,43
Virak,M,100,0,25,25
Ana,F,99,92319,579,92898
Ranee,F,100,1329,0,1329
Cherity,F,100,229,0,229
Cathalia,F,100,5,0,5
Darreon,M,100,0,324,324
Somona,F,100,5,0,5
Kayron,M,82,51,227,278
Freada,F,100,18,0,18
Laily,F,100,42,0,42
Poppie,F,100,6,0,6
Ryler,M,100,0,285,285
Gerrica,F,100,96,0,96
Liela,F,100,138,0,138
Kolee,F,100,10,0,10
Chalette,F,100,11,0,11
Yasheca,F,100,6,0,6
Rixton,M,100,0,9,9
Sunflower,F,100,6,0,6
Chalsey,F,100,76,0,76
Sooner,F,100,10,0,10
Rayleen,F,100,968,0,968
Barclay,M,96,24,607,631
Success,M,69,13,29,42
Sheridon,F,100,6,0,6
Stony,M,100,0,261,261
Lataura,F,100,7,0,7
Karel,F,63,702,407,1109
Tykerra,F,100,11,0,11
Evalynne,F,100,103,0,103
Gradie,M,87,5,34,39
Ninamarie,F,100,162,0,162
Emin,M,100,0,274,274
Lamarion,M,100,0,874,874
Kemisha,F,100,168,0,168
Meoshia,F,100,88,0,88
Jaspreet,F,60,380,252,632
Jahnavi,F,100,331,0,331
Thaleia,F,100,19,0,19
Owain,M,100,0,101,101
Absalom,M,100,0,142,142
Deana,F,100,21901,14,21915
Corine,F,100,3663,0,3663
Franck,M,100,0,131,131
Lindaann,F,100,65,0,65
Brydin,M,100,0,6,6
Somalia,F,100,114,0,114
Nicco,M,99,5,785,790
Teronica,F,100,23,0,23
Damon,M,99,316,58495,58811
Sinatra,M,100,0,18,18
Hanae,F,100,77,0,77
Adin,M,97,86,2394,2480
Shekima,F,100,34,0,34
Risha,F,100,741,0,741
Alejandria,F,100,101,0,101
Javelyn,F,100,5,0,5
Endra,F,100,5,0,5
Nioma,F,100,7,0,7
Selika,F,100,10,0,10
Bianey,F,100,594,0,594
Aneea,F,100,12,0,12
Asiya,F,100,1024,0,1024
Lennie,M,70,758,1811,2569
Onnie,M,52,141,155,296
Daeisha,F,100,5,0,5
Gurveen,F,100,5,0,5
Camelle,F,100,107,0,107
Cristhofer,M,100,0,51,51
Jassem,M,100,0,5,5
Quinteria,F,100,85,0,85
Varian,M,100,0,278,278
Anil,M,100,0,1133,1133
Tiago,M,100,0,1440,1440
Dezaree,F,100,166,0,166
Vania,F,100,2310,0,2310
Shasa,F,100,5,0,5
Taknisha,F,100,6,0,6
Sridevi,F,100,7,0,7
Denesa,F,100,26,0,26
Jeziel,M,100,0,226,226
Kiea,F,100,10,0,10
Liddy,F,100,40,0,40
Cademon,M,100,0,12,12
Maivy,F,100,7,0,7
Teshawn,M,93,26,343,369
Tashyla,F,100,10,0,10
Dwyane,M,100,0,1102,1102
Isolina,F,100,34,0,34
Zimir,M,100,0,40,40
Shynisha,F,100,6,0,6
Yani,F,77,166,50,216
Nickon,M,100,0,5,5
Eero,M,100,0,130,130
Zandre,M,100,0,27,27
Theoden,M,100,0,110,110
Lashanti,F,100,349,0,349
Senchal,F,100,7,0,7
Brynnan,F,100,144,0,144
Khaya,F,100,182,0,182
Samah,F,100,346,0,346
Angelyssa,F,100,17,0,17
Yvelle,F,100,5,0,5
Moody,M,100,0,76,76
Bryna,F,100,1186,0,1186
Giacobbe,M,100,0,16,16
Trinitie,F,100,284,0,284
Beuford,M,100,0,7,7
Christianjoshua,M,100,0,5,5
Myrikal,F,100,105,0,105
Maeleigh,F,100,303,0,303
Terrane,M,100,0,5,5
Jozi,F,100,133,0,133
Obed,M,100,0,2874,2874
Shawntaya,F,100,24,0,24
Gralyn,M,100,0,38,38
Zyeria,F,100,40,0,40
Elroy,M,100,0,2482,2482
Kenner,M,100,0,275,275
Dadrian,M,100,0,576,576
Quindarious,M,100,0,55,55
Tasheia,F,100,21,0,21
Sabrine,F,100,320,0,320
Jateria,F,100,31,0,31
Aeralynn,F,100,31,0,31
Nurit,F,100,5,0,5
Abish,F,100,17,0,17
Elijia,M,100,0,8,8
Laronda,F,100,2289,0,2289
Merena,F,100,6,0,6
Azlan,M,97,8,243,251
Alivia,F,100,22156,10,22166
Shantinique,F,100,91,0,91
Seka,F,100,6,0,6
Aleli,F,100,105,0,105
Aadrika,F,100,10,0,10
Animesh,M,100,0,17,17
Nannie,F,100,988,0,988
Biran,M,100,0,164,164
Sharaya,F,100,419,0,419
Amneh,F,100,28,0,28
Rosangel,F,100,49,0,49
Doborah,F,100,11,0,11
Kitina,F,100,60,0,60
Jaksyn,M,100,0,19,19
Procopio,M,100,0,6,6
Kolleen,F,100,985,0,985
Yalani,F,100,40,0,40
Teofilo,M,100,0,646,646
Sharees,F,100,5,0,5
Haegan,M,100,0,6,6
Samala,F,100,57,0,57
Teairah,F,100,18,0,18
Nicolee,F,100,22,0,22
Carista,F,100,5,0,5
Shaylee,F,100,6009,0,6009
Demondre,M,100,0,302,302
Tyquell,M,100,0,33,33
Berri,F,100,6,0,6
Sonai,F,100,17,0,17
Ree,F,96,133,5,138
Elliyana,F,100,25,0,25
Stpehanie,F,100,109,0,109
Yoselyn,F,100,1484,0,1484
Tanaiya,F,100,166,0,166
Tarina,F,100,803,0,803
Mariahna,F,100,5,0,5
Mackinnon,M,100,0,25,25
Jysir,M,100,0,10,10
Syretha,F,100,6,0,6
Kortny,F,100,82,0,82
Micheala,F,100,1409,0,1409
Ahsir,M,100,0,6,6
Atreya,M,70,6,14,20
Riggin,M,100,0,282,282
Jabier,M,100,0,331,331
Adyanna,F,100,11,0,11
Deddrick,M,100,0,123,123
Essa,M,94,20,294,314
Dollinda,F,100,30,0,30
Danixa,F,100,37,0,37
Leeonna,F,100,28,0,28
Brittney,F,100,81538,265,81803
Kagome,F,100,14,0,14
Lalla,F,100,33,0,33
Paradice,F,100,11,0,11
Traeshon,M,100,0,6,6
Justinlee,M,100,0,38,38
Taevin,M,100,0,99,99
Shastity,F,100,7,0,7
Lilylynn,F,100,5,0,5
Dearron,M,100,0,12,12
Sindi,F,100,618,0,618
Jasuan,M,100,0,5,5
Charyl,F,100,602,0,602
Annelisa,F,100,202,0,202
Deyna,F,100,134,0,134
Lorene,F,100,7623,10,7633
Najeh,M,100,0,91,91
Aide,F,100,1840,0,1840
Sundari,F,100,26,0,26
Bethzaida,F,100,320,0,320
Makenleigh,F,100,53,0,53
Kermit,M,100,0,4902,4902
Labyron,M,100,0,23,23
Canace,F,100,5,0,5
Jeshuah,M,100,0,36,36
Remiel,M,100,0,72,72
Avonta,M,100,0,31,31
Brainard,M,100,0,55,55
Kongmeng,M,100,0,264,264
Damian,M,100,321,72292,72613
Kenzi,F,99,1985,20,2005
Enny,F,100,12,0,12
Mazy,F,100,120,0,120
Mahalie,F,100,74,0,74
Arvion,M,100,0,5,5
Lotte,F,100,28,0,28
Bohdan,M,100,0,637,637
Ulysess,M,100,0,157,157
Realynn,F,100,21,0,21
Rosette,F,100,543,0,543
Kazuma,M,100,0,150,150
Luca,M,96,754,16760,17514
Dejonae,F,100,38,0,38
Gerlene,F,100,49,0,49
Amauria,F,100,140,0,140
Damaria,F,83,340,69,409
Aubriegh,F,100,54,0,54
Kimmora,F,100,108,0,108
Peri,F,100,2056,10,2066
Yetunde,F,100,192,0,192
Zorie,F,100,25,0,25
Marin,F,87,4629,717,5346
Sanam,F,100,400,0,400
Keadra,F,100,10,0,10
Andro,M,100,0,42,42
Arryanna,F,100,153,0,153
Mazi,F,75,70,23,93
Abrien,M,100,0,27,27
Amely,F,100,235,0,235
Najee,M,85,417,2429,2846
Keaisa,F,100,16,0,16
Sashe,F,100,19,0,19
Toniqua,F,100,122,0,122
Birgit,F,100,269,0,269
Tyara,F,100,508,0,508
Lemon,M,95,10,182,192
Artice,M,84,10,52,62
Aaronda,F,100,5,0,5
Eligah,M,100,0,488,488
Shannel,F,100,1226,0,1226
Emmalin,F,100,408,0,408
Odali,F,100,40,0,40
Maelena,F,100,27,0,27
Brandonmichael,M,100,0,30,30
Koraline,F,100,83,0,83
Rashann,M,100,0,59,59
Shabsi,M,100,0,28,28
Tatrina,F,100,5,0,5
Azam,M,100,0,126,126
Delara,F,100,47,0,47
Freddi,M,60,47,70,117
Delfa,F,100,11,0,11
Sebrina,F,100,2080,0,2080
Jenel,F,100,510,0,510
Kaisei,M,100,0,67,67
Jhanya,F,100,15,0,15
Sirvon,M,100,0,5,5
Marilou,F,100,1388,0,1388
Iesha,F,100,7404,15,7419
Katon,M,100,0,35,35
Shaneque,F,100,120,0,120
Keyston,M,100,0,61,61
Tanyel,F,100,17,0,17
Domingue,F,78,68,19,87
Jaysea,F,100,6,0,6
Lashina,F,100,56,0,56
Zakylah,F,100,13,0,13
Achintya,M,100,0,29,29
Pailey,F,100,32,0,32
Nayelii,F,100,8,0,8
Parke,M,100,0,315,315
Mandisha,F,100,10,0,10
Brandylee,F,100,27,0,27
Yeabsera,F,100,5,0,5
Shamia,F,100,1412,0,1412
Tandi,F,100,602,0,602
Delmont,M,100,0,97,97
Lakina,F,100,178,0,178
Navaeh,F,100,1003,0,1003
Cheriah,F,100,5,0,5
Charlina,F,100,156,0,156
Tomorra,F,100,6,0,6
Shebra,F,100,63,0,63
Shanett,F,100,6,0,6
Zeiden,M,100,0,9,9
Lonell,M,100,0,597,597
Gamir,M,100,0,5,5
Trishalana,F,100,5,0,5
Samora,F,98,295,5,300
Martravius,M,100,0,5,5
Chineme,F,100,5,0,5
Brigg,M,100,0,123,123
Leelou,F,100,6,0,6
Monta,M,60,296,442,738
Charone,F,76,16,5,21
Sanjaya,M,73,13,36,49
Zyshonne,M,100,0,101,101
Eliane,F,100,386,0,386
Suprina,F,100,111,0,111
Adamarys,F,100,201,0,201
Shmiel,M,100,0,462,462
Malorey,F,100,47,0,47
Zaida,F,100,2855,0,2855
Kialey,F,100,39,0,39
Pahoua,F,100,148,0,148
Kaashif,M,100,0,12,12
Dmari,M,100,0,349,349
Aniaha,F,100,5,0,5
Rhyla,F,100,11,0,11
Niva,F,100,229,0,229
Corneilius,M,100,0,48,48
Valle,F,100,24,0,24
Braedan,M,100,0,866,866
Daviya,F,100,11,0,11
Imanii,F,100,92,0,92
Grigor,M,100,0,148,148
Tiffanie,F,100,8978,0,8978
Ophelia,F,100,4275,0,4275
Frans,M,100,0,95,95
Angelyn,F,100,1892,0,1892
Aurie,F,100,163,0,163
Lizandro,M,100,0,711,711
Gerlisa,F,100,5,0,5
Rajen,M,100,0,5,5
Amarionna,F,100,139,0,139
Latonza,F,100,10,0,10
Jalese,F,100,41,0,41
Lyrissa,F,100,22,0,22
Jaevaughn,M,100,0,5,5
Mylon,M,100,0,301,301
Rendall,M,100,0,47,47
Pariz,F,100,11,0,11
Gerard,M,100,75,35446,35521
Yoshio,M,100,0,163,163
Ilanah,F,100,12,0,12
Oseph,M,100,0,67,67
Talisia,F,100,22,0,22
Latevin,M,100,0,11,11
Loch,M,100,0,26,26
Javiar,M,100,0,59,59
Roline,F,100,6,0,6
Quierra,F,100,168,0,168
Karima,F,100,1322,0,1322
Bioleta,F,100,15,0,15
Elmar,M,100,0,34,34
Ziniah,F,100,5,0,5
Fox,M,99,7,1301,1308
Soane,M,100,0,25,25
Chantele,F,100,419,0,419
Vontavious,M,100,0,47,47
Marabeth,F,100,55,0,55
Zackaria,M,100,0,293,293
Juleon,M,100,0,65,65
Shanona,F,100,5,0,5
Enderson,M,100,0,12,12
Chezarae,M,60,6,9,15
Ailen,F,100,208,0,208
Jabree,M,81,70,298,368
Iliyan,M,100,0,24,24
Valeen,F,100,129,0,129
Sumedha,F,100,152,0,152
Roxine,F,100,111,0,111
Venelope,F,100,17,0,17
Kasper,M,100,0,528,528
Tajia,F,100,204,0,204
Connery,M,100,0,145,145
Welker,M,100,0,5,5
Edwardine,F,100,11,0,11
Samvit,M,100,0,22,22
Shalesa,F,100,9,0,9
Telford,M,100,0,62,62
Balqis,F,100,6,0,6
Yasmen,F,100,224,0,224
Saumya,F,98,215,5,220
Quinnten,M,100,0,81,81
Teliea,F,100,9,0,9
Diny,F,100,5,0,5
Kaiba,M,100,0,8,8
Terissa,F,100,234,0,234
Shalecia,F,100,26,0,26
Tiney,F,100,11,0,11
Ajayah,F,100,5,0,5
Dionte,M,99,26,2882,2908
Charme,F,100,10,0,10
Cellina,F,100,20,0,20
Equilla,F,100,227,0,227
Alisse,F,100,162,0,162
Leelynn,M,62,36,59,95
Shayeeda,F,100,12,0,12
Adianna,F,100,193,0,193
Marckus,M,100,0,65,65
Awan,M,100,0,29,29
Dawndra,F,100,10,0,10
Afreen,F,100,178,0,178
Jerod,M,100,0,5908,5908
Nkenge,F,100,122,0,122
Flabio,M,100,0,31,31
Kiyana,F,100,1331,0,1331
Tajana,F,100,91,0,91
Marelly,F,100,66,0,66
Analy,F,100,1453,0,1453
Kmarion,M,100,0,74,74
Nilynn,F,100,20,0,20
Derrion,M,97,45,1247,1292
Julissia,F,100,43,0,43
Litha,F,100,10,0,10
Laurale,F,100,10,0,10
Talaijah,F,100,23,0,23
Jobe,M,100,0,956,956
Hameed,M,100,0,144,144
Grissom,M,100,0,21,21
Shondria,F,100,58,0,58
Eliel,M,100,0,1798,1798
Brittiani,F,100,12,0,12
Juanramon,M,100,0,13,13
Lizandra,F,100,484,0,484
Caile,F,100,11,0,11
Mishika,F,100,96,0,96
Jaye,F,70,2079,882,2961
Ericsson,M,100,0,26,26
Geraldyne,F,100,43,0,43
Jazmone,F,100,5,0,5
Essiah,M,100,0,19,19
Jhasmin,F,100,10,0,10
Klowi,F,100,6,0,6
Bretta,F,100,414,0,414
Gaurika,F,100,5,0,5
Kinnley,F,100,198,0,198
Lyelah,F,100,5,0,5
Yeslin,F,100,161,0,161
Afiyah,F,100,17,0,17
Jenyce,F,100,15,0,15
Latissue,F,100,5,0,5
Michelly,F,100,13,0,13
Wang,M,100,0,70,70
Adger,M,100,0,5,5
Mataeo,M,100,0,61,61
Madely,F,100,12,0,12
Kialie,F,100,6,0,6
Resheka,F,100,5,0,5
Verlee,F,100,42,0,42
Tamarsha,F,100,6,0,6
Enika,F,100,5,0,5
Belvia,F,100,135,0,135
Milany,F,100,63,0,63
Merideth,F,100,1596,0,1596
Anayra,F,100,6,0,6
Rokesha,F,100,17,0,17
Yeltsin,M,100,0,15,15
Cheridan,F,100,106,0,106
Akeema,F,100,108,0,108
Raiyn,F,100,16,0,16
Roechelle,F,100,11,0,11
Trinda,F,100,297,0,297
Krrish,M,100,0,72,72
Nalea,F,100,40,0,40
Jareb,M,100,0,72,72
Nelena,F,100,6,0,6
Ceasar,M,100,0,2751,2751
Jizzel,F,100,17,0,17
Helissa,F,100,5,0,5
Quienten,M,100,0,6,6
Suz,F,100,13,0,13
Ilhaan,F,100,12,0,12
Kareema,F,100,770,0,770
Talysa,F,100,20,0,20
Buchanan,M,100,0,16,16
Hoke,M,100,0,97,97
Nishan,M,100,0,263,263
Tache,F,100,70,0,70
Suzzette,F,100,582,0,582
Jleah,F,100,5,0,5
Shaydee,F,100,24,0,24
Vikie,F,100,16,0,16
Deklin,M,100,0,262,262
Vic,M,100,0,1433,1433
Nikoll,M,100,0,6,6
Justinmichael,M,100,0,46,46
Haidyn,F,74,1330,479,1809
Blyss,F,100,87,0,87
Asheley,F,100,786,0,786
Inah,F,100,6,0,6
Whittni,F,100,52,0,52
Narae,F,100,5,0,5
Kenzly,F,100,63,0,63
Lavonnie,F,100,6,0,6
Aspynn,F,100,92,0,92
Aymen,M,94,17,281,298
Jameiah,F,100,10,0,10
Rosana,F,100,2007,0,2007
Domonica,F,100,10,0,10
Jairah,F,100,17,0,17
Oluwaseyifunmi,F,55,6,5,11
Antoin,M,100,0,532,532
Bethyl,F,100,5,0,5
Owens,M,100,0,198,198
Chidera,F,66,320,162,482
Anjaliyah,F,100,5,0,5
Ousainou,M,100,0,10,10
Yaely,F,100,5,0,5
Beyanka,F,100,10,0,10
Jordie,M,84,22,116,138
Zavyer,M,100,0,16,16
Olevia,F,100,367,0,367
Enara,F,100,13,0,13
Shanah,F,100,295,0,295
Camora,F,100,315,0,315
Nadaleigh,F,100,5,0,5
Rushell,F,100,39,0,39
Oreanna,F,100,11,0,11
Jermaul,M,100,0,5,5
Heide,F,100,2073,0,2073
Zenetta,F,100,15,0,15
Shonski,M,100,0,5,5
Ciri,F,100,34,0,34
Jenya,F,100,141,0,141
Kaelene,F,100,72,0,72
Aaliana,F,100,7,0,7
Firdaws,F,100,11,0,11
Daissy,F,100,143,0,143
Kaare,M,100,0,23,23
Crysany,F,100,7,0,7
Mariessa,F,100,36,0,36
Zaim,M,100,0,85,85
Gevena,F,100,13,0,13
Dashyra,F,100,5,0,5
Lutisha,F,100,138,0,138
Miriana,F,100,84,0,84
Adaleena,F,100,41,0,41
Cinnamon,F,100,2021,0,2021
Kertis,M,100,0,11,11
Laniqua,F,100,87,0,87
Yarielis,F,100,209,0,209
Shemieka,F,100,6,0,6
Naviana,F,100,13,0,13
Aneres,F,100,45,0,45
Koleton,M,100,0,274,274
Shelanda,F,100,125,0,125
Neelima,F,100,7,0,7
Rajaee,M,100,0,15,15
Ladacia,F,100,13,0,13
Kaenon,M,100,0,10,10
Andrienna,F,100,5,0,5
Algenis,M,100,0,64,64
Kernie,M,100,0,5,5
Latee,M,100,0,10,10
Maredith,F,100,29,0,29
Tashaunda,F,100,19,0,19
Yaneisi,F,100,29,0,29
Lilley,F,100,301,0,301
Chanah,F,100,179,0,179
Jenessa,F,100,2894,0,2894
Marleana,F,100,40,0,40
Lavance,M,100,0,242,242
Shaneshia,F,100,5,0,5
Mayci,F,100,559,0,559
Trechelle,F,100,21,0,21
Sharniece,F,100,144,0,144
Janilee,F,100,18,0,18
Channan,F,100,12,0,12
Dawain,M,100,0,7,7
Deelilah,F,100,5,0,5
Jovian,M,98,5,266,271
Korion,M,100,0,76,76
Grizelda,F,100,166,0,166
Regginald,M,100,0,130,130
Ldarius,M,100,0,5,5
Branesha,F,100,25,0,25
Charlice,F,100,20,0,20
Randi,F,96,28229,1123,29352
Larah,F,100,182,0,182
Shirleen,F,100,1139,0,1139
Gilverto,M,100,0,64,64
Tyryn,M,100,0,15,15
Kemon,M,100,0,455,455
Haydon,M,94,59,985,1044
Jahmaree,M,100,0,5,5
Tempestt,F,100,643,0,643
Cardelia,F,100,56,0,56
Tiawanda,F,100,5,0,5
Desjambra,F,100,9,0,9
Ariyal,F,100,6,0,6
Rauljr,M,100,0,5,5
Darnecia,F,100,28,0,28
Abhik,M,100,0,10,10
Hadie,F,100,23,0,23
Laylyn,F,100,5,0,5
Elenamarie,F,100,11,0,11
Navtej,M,100,0,12,12
Mead,M,100,0,44,44
Roby,M,98,29,1288,1317
Sundara,F,100,11,0,11
Aboubacar,M,100,0,264,264
Adrianna,F,100,41179,18,41197
Jasin,M,100,0,330,330
Marquisia,F,100,38,0,38
Kimberland,F,100,6,0,6
Shiquan,M,100,0,120,120
Justiz,M,100,0,10,10
Rosandra,F,100,5,0,5
Isabeya,F,100,5,0,5
Shirlena,F,100,105,0,105
Tieysha,F,100,6,0,6
Aanshi,F,100,47,0,47
Hayslee,F,100,7,0,7
Edona,F,100,80,0,80
Janelly,F,100,1655,0,1655
Jisselle,F,100,323,0,323
Breontae,M,100,0,6,6
Theresia,F,100,989,0,989
Smaya,F,100,13,0,13
Holliann,F,100,35,0,35
Meiling,F,100,303,0,303
Nirva,F,100,5,0,5
Haadiyah,F,100,5,0,5
Destyne,F,100,433,0,433
Griffey,M,100,0,10,10
Jaquala,F,100,200,0,200
Gola,F,100,5,0,5
Marlou,F,100,10,0,10
Jerrolyn,F,100,5,0,5
Marquett,M,100,0,79,79
Julion,M,100,0,222,222
Nykea,F,100,44,0,44
Gianpaolo,M,100,0,165,165
Hubbard,M,100,0,116,116
Kaycin,M,100,0,13,13
Micol,F,100,16,0,16
Caylob,M,100,0,58,58
Sweet,F,100,65,0,65
Reshana,F,100,5,0,5
Coronda,F,100,43,0,43
Dyral,M,100,0,18,18
Jandre,M,100,0,34,34
Ramesha,F,100,74,0,74
Cythia,F,100,405,0,405
Umaya,F,100,5,0,5
Manthan,M,100,0,5,5
Susy,F,100,1066,0,1066
Onaje,M,100,0,101,101
Corinna,F,100,6278,0,6278
Cymphony,F,100,13,0,13
Kiria,F,100,19,0,19
Kanyjah,F,100,6,0,6
Silis,M,100,0,20,20
Shalya,F,100,27,0,27
Harlene,F,100,265,0,265
Jasella,F,100,10,0,10
Adrialys,F,100,16,0,16
Rekesha,F,100,17,0,17
Laderick,M,100,0,6,6
Montesha,F,100,12,0,12
Johniesha,F,100,6,0,6
Meco,F,50,43,43,86
Kreig,M,100,0,180,180
Qualyn,M,100,0,57,57
Umut,M,100,0,18,18
Lennyx,F,79,22,6,28
Mekayla,F,100,1573,0,1573
Juanmarcos,M,100,0,12,12
Alysson,F,100,984,0,984
Shardasha,F,100,7,0,7
Jeffey,M,100,0,150,150
Stepheny,F,100,390,0,390
Cartavious,M,100,0,57,57
Eliazar,M,100,0,1568,1568
Garnette,F,100,167,0,167
Aiyonna,F,100,206,0,206
Ramal,M,100,0,105,105
Hillarie,F,100,329,0,329
Zarielle,F,100,70,0,70
Polett,F,100,10,0,10
Zorica,F,100,16,0,16
Litasha,F,100,25,0,25
Annyssa,F,100,54,0,54
Youlanda,F,100,838,0,838
Tamirra,F,100,125,0,125
Haleena,F,100,14,0,14
Mani,M,94,5,72,77
Terriyana,F,100,15,0,15
Kalet,M,100,0,18,18
Kitty,F,100,5418,0,5418
Nelli,F,100,194,0,194
Allynn,F,100,15,0,15
Sookie,F,100,37,0,37
Jainy,F,100,5,0,5
Maraiah,F,100,21,0,21
Hetvi,F,100,36,0,36
Marios,M,100,0,89,89
Negan,F,100,6,0,6
Kayelynn,F,100,290,0,290
Catine,F,100,6,0,6
Sophiamarie,F,100,152,0,152
Taranisha,F,100,6,0,6
Bernel,M,100,0,15,15
Ivo,M,100,0,359,359
Jersy,F,100,12,0,12
Armstrong,M,100,0,34,34
Chaquan,M,84,5,26,31
Kyelan,M,100,0,10,10
Caitline,F,100,16,0,16
Anshita,F,100,11,0,11
Matayah,F,100,55,0,55
Advik,M,100,0,357,357
Kainen,M,100,0,609,609
Kaii,M,100,0,15,15
